value,source_id,notes_ids,iso3,Income_saving,Country__ESTANDAR,Years__ESTANDAR
5738.632908,,,SLV,Gross national income adjusted,El Salvador,1991
6572.268114,,,SLV,Gross national income adjusted,El Salvador,1992
7544.95425,,,SLV,Gross national income adjusted,El Salvador,1993
8836.589231,,,SLV,Gross national income adjusted,El Salvador,1994
10110.3428,,,SLV,Gross national income adjusted,El Salvador,1995
10663.49305,,,SLV,Gross national income adjusted,El Salvador,1996
11300.8151,,,SLV,Gross national income adjusted,El Salvador,1997
12169.21956,,,SLV,Gross national income adjusted,El Salvador,1998
12421.308,,,SLV,Gross national income adjusted,El Salvador,1999
13128.71313,,,SLV,Gross national income adjusted,El Salvador,2000
14081.73631,,,SLV,Gross national income adjusted,El Salvador,2001
14145.10694,,,SLV,Gross national income adjusted,El Salvador,2002
14712.38477,,,SLV,Gross national income adjusted,El Salvador,2003
15549.2579,,,SLV,Gross national income adjusted,El Salvador,2004
16895.89,,,SLV,Gross national income adjusted,El Salvador,2005
18686.5,,,SLV,Gross national income adjusted,El Salvador,2006
20301.09,,,SLV,Gross national income adjusted,El Salvador,2007
21344.4,,,SLV,Gross national income adjusted,El Salvador,2008
20487.42,,,SLV,Gross national income adjusted,El Salvador,2009
21539.0,,,SLV,Gross national income adjusted,El Salvador,2010
23495.12,,,SLV,Gross national income adjusted,El Salvador,2011
24531.91,,,SLV,Gross national income adjusted,El Salvador,2012
25090.96,,,SLV,Gross national income adjusted,El Salvador,2013
25672.35,,,SLV,Gross national income adjusted,El Salvador,2014
26806.79,,,SLV,Gross national income adjusted,El Salvador,2015
27488.21,,,SLV,Gross national income adjusted,El Salvador,2016
28572.48,,,SLV,Gross national income adjusted,El Salvador,2017
29784.27,,,SLV,Gross national income adjusted,El Salvador,2018
7412.515206,,,GTM,Gross national income adjusted,Guatemala,1990
9220.241245,,,GTM,Gross national income adjusted,Guatemala,1991
10355.82926,,,GTM,Gross national income adjusted,Guatemala,1992
11171.38843,,,GTM,Gross national income adjusted,Guatemala,1993
12778.18668,,,GTM,Gross national income adjusted,Guatemala,1994
14401.25811,,,GTM,Gross national income adjusted,Guatemala,1995
15423.86169,,,GTM,Gross national income adjusted,Guatemala,1996
17421.20343,,,GTM,Gross national income adjusted,Guatemala,1997
19174.68049,,,GTM,Gross national income adjusted,Guatemala,1998
18111.37309,,,GTM,Gross national income adjusted,Guatemala,1999
19186.31237,,,GTM,Gross national income adjusted,Guatemala,2000
21034.70911,,,GTM,Gross national income adjusted,Guatemala,2001
23451.98082,,,GTM,Gross national income adjusted,Guatemala,2002
25204.33039,,,GTM,Gross national income adjusted,Guatemala,2003
27314.81845,,,GTM,Gross national income adjusted,Guatemala,2004
31234.29526,,,GTM,Gross national income adjusted,Guatemala,2005
35025.80185,,,GTM,Gross national income adjusted,Guatemala,2006
39121.86734,,,GTM,Gross national income adjusted,Guatemala,2007
44723.64879,,,GTM,Gross national income adjusted,Guatemala,2008
41669.56584,,,GTM,Gross national income adjusted,Guatemala,2009
45283.88699,,,GTM,Gross national income adjusted,Guatemala,2010
51644.651,,,GTM,Gross national income adjusted,Guatemala,2011
54506.34424,,,GTM,Gross national income adjusted,Guatemala,2012
57479.43525,,,GTM,Gross national income adjusted,Guatemala,2013
62668.88761,,,GTM,Gross national income adjusted,Guatemala,2014
67778.12002,,,GTM,Gross national income adjusted,Guatemala,2015
72569.75432,,,GTM,Gross national income adjusted,Guatemala,2016
79018.62965,,,GTM,Gross national income adjusted,Guatemala,2017
81802.35193,,,GTM,Gross national income adjusted,Guatemala,2018
3665.478658,,,HND,Gross national income adjusted,Honduras,1990
3566.174187,,,HND,Gross national income adjusted,Honduras,1991
3904.179398,,,HND,Gross national income adjusted,Honduras,1992
4136.695753,,,HND,Gross national income adjusted,Honduras,1993
4026.365362,,,HND,Gross national income adjusted,Honduras,1994
4657.047915,,,HND,Gross national income adjusted,Honduras,1995
4808.381604,,,HND,Gross national income adjusted,Honduras,1996
5672.586686,,,HND,Gross national income adjusted,Honduras,1997
6523.958156,,,HND,Gross national income adjusted,Honduras,1998
7087.243528,,,HND,Gross national income adjusted,Honduras,1999
7573.28892,,,HND,Gross national income adjusted,Honduras,2000
8178.59876,,,HND,Gross national income adjusted,Honduras,2001
8558.300633,,,HND,Gross national income adjusted,Honduras,2002
8830.581483,,,HND,Gross national income adjusted,Honduras,2003
9833.145495,,,HND,Gross national income adjusted,Honduras,2004
11254.74303,,,HND,Gross national income adjusted,Honduras,2005
12808.73115,,,HND,Gross national income adjusted,Honduras,2006
14712.81861,,,HND,Gross national income adjusted,Honduras,2007
16346.43527,,,HND,Gross national income adjusted,Honduras,2008
16633.93617,,,HND,Gross national income adjusted,Honduras,2009
17874.29281,,,HND,Gross national income adjusted,Honduras,2010
19787.77077,,,HND,Gross national income adjusted,Honduras,2011
20539.45634,,,HND,Gross national income adjusted,Honduras,2012
20513.4673,,,HND,Gross national income adjusted,Honduras,2013
21899.91098,,,HND,Gross national income adjusted,Honduras,2014
23547.26448,,,HND,Gross national income adjusted,Honduras,2015
24148.01105,,,HND,Gross national income adjusted,Honduras,2016
26461.53962,,,HND,Gross national income adjusted,Honduras,2017
27445.60051,,,HND,Gross national income adjusted,Honduras,2018
337352.0805,,,MEX,Gross national income adjusted,Mexico,1990
405316.4458,,,MEX,Gross national income adjusted,Mexico,1991
470921.5076,,,MEX,Gross national income adjusted,Mexico,1992
518793.7596,,,MEX,Gross national income adjusted,Mexico,1993
543636.2281,,,MEX,Gross national income adjusted,Mexico,1994
363786.4834,,,MEX,Gross national income adjusted,Mexico,1995
413101.2866,,,MEX,Gross national income adjusted,Mexico,1996
504438.6983,,,MEX,Gross national income adjusted,Mexico,1997
536311.4249,,,MEX,Gross national income adjusted,Mexico,1998
609883.2579,,,MEX,Gross national income adjusted,Mexico,1999
725647.8011,,,MEX,Gross national income adjusted,Mexico,2000
770220.6738,,,MEX,Gross national income adjusted,Mexico,2001
797845.8316,,,MEX,Gross national income adjusted,Mexico,2002
777308.5382,,,MEX,Gross national income adjusted,Mexico,2003
831729.3425,,,MEX,Gross national income adjusted,Mexico,2004
938547.088,,,MEX,Gross national income adjusted,Mexico,2005
1034598.126,,,MEX,Gross national income adjusted,Mexico,2006
1118475.159,,,MEX,Gross national income adjusted,Mexico,2007
1208875.004,,,MEX,Gross national income adjusted,Mexico,2008
973357.2226,,,MEX,Gross national income adjusted,Mexico,2009
1158549.219,,,MEX,Gross national income adjusted,Mexico,2010
1286277.741,,,MEX,Gross national income adjusted,Mexico,2011
1299728.703,,,MEX,Gross national income adjusted,Mexico,2012
1363000.371,,,MEX,Gross national income adjusted,Mexico,2013
1404942.089,,,MEX,Gross national income adjusted,Mexico,2014
1240272.464,,,MEX,Gross national income adjusted,Mexico,2015
1140070.552,,,MEX,Gross national income adjusted,Mexico,2016
1211618.679,,,MEX,Gross national income adjusted,Mexico,2017
1256893.899,,,MEX,Gross national income adjusted,Mexico,2018
3495.295887,,,NIC,Gross national income adjusted,Nicaragua,1990
3699.758071,,,NIC,Gross national income adjusted,Nicaragua,1991
3842.551478,,,NIC,Gross national income adjusted,Nicaragua,1992
4030.608657,,,NIC,Gross national income adjusted,Nicaragua,1993
3451.942114,,,NIC,Gross national income adjusted,Nicaragua,1994
3883.971018,,,NIC,Gross national income adjusted,Nicaragua,1995
4122.363192,,,NIC,Gross national income adjusted,Nicaragua,1996
4440.10718,,,NIC,Gross national income adjusted,Nicaragua,1997
4832.319516,,,NIC,Gross national income adjusted,Nicaragua,1998
5164.804586,,,NIC,Gross national income adjusted,Nicaragua,1999
5235.882087,,,NIC,Gross national income adjusted,Nicaragua,2000
5570.06572,,,NIC,Gross national income adjusted,Nicaragua,2001
5526.158824,,,NIC,Gross national income adjusted,Nicaragua,2002
5731.263501,,,NIC,Gross national income adjusted,Nicaragua,2003
6329.551055,,,NIC,Gross national income adjusted,Nicaragua,2004
6977.525583,,,NIC,Gross national income adjusted,Nicaragua,2005
7551.043514,,,NIC,Gross national income adjusted,Nicaragua,2006
8287.33662,,,NIC,Gross national income adjusted,Nicaragua,2007
9409.718533,,,NIC,Gross national income adjusted,Nicaragua,2008
9173.463357,,,NIC,Gross national income adjusted,Nicaragua,2009
9676.198854,,,NIC,Gross national income adjusted,Nicaragua,2010
10732.24765,,,NIC,Gross national income adjusted,Nicaragua,2011
11423.44588,,,NIC,Gross national income adjusted,Nicaragua,2012
11857.63981,,,NIC,Gross national income adjusted,Nicaragua,2013
12902.35608,,,NIC,Gross national income adjusted,Nicaragua,2014
13789.68063,,,NIC,Gross national income adjusted,Nicaragua,2015
14286.80781,,,NIC,Gross national income adjusted,Nicaragua,2016
14684.45068,,,NIC,Gross national income adjusted,Nicaragua,2017
14023.08095,,,NIC,Gross national income adjusted,Nicaragua,2018
5455.351076,,,PRY,Gross national income adjusted,Paraguay,1990
6193.368366,,,PRY,Gross national income adjusted,Paraguay,1991
6372.359303,,,PRY,Gross national income adjusted,Paraguay,1992
6856.312371,,,PRY,Gross national income adjusted,Paraguay,1993
7704.725656,,,PRY,Gross national income adjusted,Paraguay,1994
8345.995704,,,PRY,Gross national income adjusted,Paraguay,1995
9471.766573,,,PRY,Gross national income adjusted,Paraguay,1996
9309.397252,,,PRY,Gross national income adjusted,Paraguay,1997
8673.594952,,,PRY,Gross national income adjusted,Paraguay,1998
8253.603645,,,PRY,Gross national income adjusted,Paraguay,1999
7867.837475,,,PRY,Gross national income adjusted,Paraguay,2000
7730.443196,,,PRY,Gross national income adjusted,Paraguay,2001
6735.940491,,,PRY,Gross national income adjusted,Paraguay,2002
6719.75088,,,PRY,Gross national income adjusted,Paraguay,2003
8540.000219,,,PRY,Gross national income adjusted,Paraguay,2004
9621.350731,,,PRY,Gross national income adjusted,Paraguay,2005
12649.2353,,,PRY,Gross national income adjusted,Paraguay,2006
17279.96464,,,PRY,Gross national income adjusted,Paraguay,2007
23804.5291,,,PRY,Gross national income adjusted,Paraguay,2008
21600.32248,,,PRY,Gross national income adjusted,Paraguay,2009
26010.20894,,,PRY,Gross national income adjusted,Paraguay,2010
32903.81057,,,PRY,Gross national income adjusted,Paraguay,2011
32343.99938,,,PRY,Gross national income adjusted,Paraguay,2012
37485.36368,,,PRY,Gross national income adjusted,Paraguay,2013
39330.95234,,,PRY,Gross national income adjusted,Paraguay,2014
35344.71437,,,PRY,Gross national income adjusted,Paraguay,2015
35408.64705,,,PRY,Gross national income adjusted,Paraguay,2016
38272.53287,,,PRY,Gross national income adjusted,Paraguay,2017
39482.69269,,,PRY,Gross national income adjusted,Paraguay,2018
27771.63516,,,PER,Gross national income adjusted,Peru,1990
33820.71559,,,PER,Gross national income adjusted,Peru,1991
35262.66681,,,PER,Gross national income adjusted,Peru,1992
33717.50355,,,PER,Gross national income adjusted,Peru,1993
43727.43639,,,PER,Gross national income adjusted,Peru,1994
51803.41868,,,PER,Gross national income adjusted,Peru,1995
54405.71329,,,PER,Gross national income adjusted,Peru,1996
57401.05233,,,PER,Gross national income adjusted,Peru,1997
55232.28989,,,PER,Gross national income adjusted,Peru,1998
50035.6535,,,PER,Gross national income adjusted,Peru,1999
51232.96806,,,PER,Gross national income adjusted,Peru,2000
51815.1061,,,PER,Gross national income adjusted,Peru,2001
54085.87747,,,PER,Gross national income adjusted,Peru,2002
57575.80221,,,PER,Gross national income adjusted,Peru,2003
64244.0364,,,PER,Gross national income adjusted,Peru,2004
72415.69931,,,PER,Gross national income adjusted,Peru,2005
83336.15541,,,PER,Gross national income adjusted,Peru,2006
96343.30082,,,PER,Gross national income adjusted,Peru,2007
114223.4223,,,PER,Gross national income adjusted,Peru,2008
114766.2367,,,PER,Gross national income adjusted,Peru,2009
138138.1792,,,PER,Gross national income adjusted,Peru,2010
159837.8353,,,PER,Gross national income adjusted,Peru,2011
183001.3948,,,PER,Gross national income adjusted,Peru,2012
191888.635,,,PER,Gross national income adjusted,Peru,2013
195477.1954,,,PER,Gross national income adjusted,Peru,2014
185857.0248,,,PER,Gross national income adjusted,Peru,2015
188135.5703,,,PER,Gross national income adjusted,Peru,2016
205259.2708,,,PER,Gross national income adjusted,Peru,2017
215986.4903,,,PER,Gross national income adjusted,Peru,2018
10061.76511,,,DOM,Gross national income adjusted,Dominican Republic,1990
10504.39576,,,DOM,Gross national income adjusted,Dominican Republic,1991
12349.77873,,,DOM,Gross national income adjusted,Dominican Republic,1992
14001.27505,,,DOM,Gross national income adjusted,Dominican Republic,1993
15955.22368,,,DOM,Gross national income adjusted,Dominican Republic,1994
17830.80272,,,DOM,Gross national income adjusted,Dominican Republic,1995
19632.85796,,,DOM,Gross national income adjusted,Dominican Republic,1996
21567.46002,,,DOM,Gross national income adjusted,Dominican Republic,1997
24575.60346,,,DOM,Gross national income adjusted,Dominican Republic,1998
24750.30095,,,DOM,Gross national income adjusted,Dominican Republic,1999
27406.18002,,,DOM,Gross national income adjusted,Dominican Republic,2000
28029.28423,,,DOM,Gross national income adjusted,Dominican Republic,2001
29822.73603,,,DOM,Gross national income adjusted,Dominican Republic,2002
23133.99505,,,DOM,Gross national income adjusted,Dominican Republic,2003
23565.18529,,,DOM,Gross national income adjusted,Dominican Republic,2004
36803.40977,,,DOM,Gross national income adjusted,Dominican Republic,2005
39619.62554,,,DOM,Gross national income adjusted,Dominican Republic,2006
45487.31863,,,DOM,Gross national income adjusted,Dominican Republic,2007
50136.49692,,,DOM,Gross national income adjusted,Dominican Republic,2008
50048.99862,,,DOM,Gross national income adjusted,Dominican Republic,2009
55553.96716,,,DOM,Gross national income adjusted,Dominican Republic,2010
59842.56667,,,DOM,Gross national income adjusted,Dominican Republic,2011
62385.13348,,,DOM,Gross national income adjusted,Dominican Republic,2012
64067.45,,,DOM,Gross national income adjusted,Dominican Republic,2013
68478.21437,,,DOM,Gross national income adjusted,Dominican Republic,2014
73175.86747,,,DOM,Gross national income adjusted,Dominican Republic,2015
77725.87858,,,DOM,Gross national income adjusted,Dominican Republic,2016
82132.24318,,,DOM,Gross national income adjusted,Dominican Republic,2017
88447.79329,,,DOM,Gross national income adjusted,Dominican Republic,2018
10611.47545,,,URY,Gross national income adjusted,Uruguay,1990
12999.01888,,,URY,Gross national income adjusted,Uruguay,1991
15187.90135,,,URY,Gross national income adjusted,Uruguay,1992
17684.78374,,,URY,Gross national income adjusted,Uruguay,1993
20488.59501,,,URY,Gross national income adjusted,Uruguay,1994
22768.3407,,,URY,Gross national income adjusted,Uruguay,1995
24212.31838,,,URY,Gross national income adjusted,Uruguay,1996
25457.03302,,,URY,Gross national income adjusted,Uruguay,1997
26837.59367,,,URY,Gross national income adjusted,Uruguay,1998
25401.22063,,,URY,Gross national income adjusted,Uruguay,1999
24099.91605,,,URY,Gross national income adjusted,Uruguay,2000
21987.09972,,,URY,Gross national income adjusted,Uruguay,2001
15113.63129,,,URY,Gross national income adjusted,Uruguay,2002
12129.73137,,,URY,Gross national income adjusted,Uruguay,2003
14008.59029,,,URY,Gross national income adjusted,Uruguay,2004
17933.48099,,,URY,Gross national income adjusted,Uruguay,2005
20425.75019,,,URY,Gross national income adjusted,Uruguay,2006
24677.90925,,,URY,Gross national income adjusted,Uruguay,2007
31737.40504,,,URY,Gross national income adjusted,Uruguay,2008
32840.28967,,,URY,Gross national income adjusted,Uruguay,2009
41119.23509,,,URY,Gross national income adjusted,Uruguay,2010
49233.03731,,,URY,Gross national income adjusted,Uruguay,2011
53631.9053,,,URY,Gross national income adjusted,Uruguay,2012
60206.9269,,,URY,Gross national income adjusted,Uruguay,2013
59403.20569,,,URY,Gross national income adjusted,Uruguay,2014
56032.1897,,,URY,Gross national income adjusted,Uruguay,2015
54980.71127,,,URY,Gross national income adjusted,Uruguay,2016
61439.39072,,,URY,Gross national income adjusted,Uruguay,2017
61695.74664,,,URY,Gross national income adjusted,Uruguay,2018
1175575.008,,13801.0,,Gross national income adjusted,Latin America,1990
1258872.868,,13801.0,,Gross national income adjusted,Latin America,1991
1383704.432,,13801.0,,Gross national income adjusted,Latin America,1992
1517060.794,,13801.0,,Gross national income adjusted,Latin America,1993
1796735.717,,13801.0,,Gross national income adjusted,Latin America,1994
1885767.416,,13801.0,,Gross national income adjusted,Latin America,1995
2036380.854,,13801.0,,Gross national income adjusted,Latin America,1996
2230000.458,,13801.0,,Gross national income adjusted,Latin America,1997
2235425.964,,13801.0,,Gross national income adjusted,Latin America,1998
2000553.929,,13801.0,,Gross national income adjusted,Latin America,1999
2200899.396,,13801.0,,Gross national income adjusted,Latin America,2000
2144033.852,,13801.0,,Gross national income adjusted,Latin America,2001
1917154.693,,13801.0,,Gross national income adjusted,Latin America,2002
1969680.14,,13801.0,,Gross national income adjusted,Latin America,2003
2245700.142,,13801.0,,Gross national income adjusted,Latin America,2004
2743298.889,,13801.0,,Gross national income adjusted,Latin America,2005
3215076.342,,13801.0,,Gross national income adjusted,Latin America,2006
3810824.724,,13801.0,,Gross national income adjusted,Latin America,2007
4477116.896,,13801.0,,Gross national income adjusted,Latin America,2008
4146216.941,,13801.0,,Gross national income adjusted,Latin America,2009
5030327.472,,13801.0,,Gross national income adjusted,Latin America,2010
5867967.666,,13801.0,,Gross national income adjusted,Latin America,2011
5934453.778,,13801.0,,Gross national income adjusted,Latin America,2012
6143548.885,,13801.0,,Gross national income adjusted,Latin America,2013
6084692.519,,13801.0,,Gross national income adjusted,Latin America,2014
5135583.878,,13801.0,,Gross national income adjusted,Latin America,2015
4973769.846,,13801.0,,Gross national income adjusted,Latin America,2016
5471145.956,,13801.0,,Gross national income adjusted,Latin America,2017
113823.1088,,,ARG,Final consume expenditure,Argentina,1990
159488.263,,,ARG,Final consume expenditure,Argentina,1991
195353.3505,,,ARG,Final consume expenditure,Argentina,1992
216533.2069,,,ARG,Final consume expenditure,Argentina,1993
236803.8894,,,ARG,Final consume expenditure,Argentina,1994
233751.7181,,,ARG,Final consume expenditure,Argentina,1995
243899.3293,,,ARG,Final consume expenditure,Argentina,1996
263677.4946,,,ARG,Final consume expenditure,Argentina,1997
269688.2871,,,ARG,Final consume expenditure,Argentina,1998
263041.0751,,,ARG,Final consume expenditure,Argentina,1999
261316.9353,,,ARG,Final consume expenditure,Argentina,2000
246916.1953,,,ARG,Final consume expenditure,Argentina,2001
83642.72275,,,ARG,Final consume expenditure,Argentina,2002
106948.2067,,,ARG,Final consume expenditure,Argentina,2003
125194.839,,,ARG,Final consume expenditure,Argentina,2004
150814.7524,,,ARG,Final consume expenditure,Argentina,2005
177416.2008,,,ARG,Final consume expenditure,Argentina,2006
218736.1357,,,ARG,Final consume expenditure,Argentina,2007
280822.4072,,,ARG,Final consume expenditure,Argentina,2008
265042.608,,,ARG,Final consume expenditure,Argentina,2009
338341.8513,,,ARG,Final consume expenditure,Argentina,2010
423212.3136,,,ARG,Final consume expenditure,Argentina,2011
473677.613,,,ARG,Final consume expenditure,Argentina,2012
507559.75,,,ARG,Final consume expenditure,Argentina,2013
466021.4813,,,ARG,Final consume expenditure,Argentina,2014
541180.1093,,,ARG,Final consume expenditure,Argentina,2015
464519.0827,,,ARG,Final consume expenditure,Argentina,2016
542832.5222,,,ARG,Final consume expenditure,Argentina,2017
463348.0445,,,ARG,Final consume expenditure,Argentina,2018
4310.572417,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1990
4799.799425,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1991
5205.609657,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1992
5314.905864,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1993
5449.307418,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1994
5999.502013,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1995
6540.380113,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1996
7021.40173,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1997
7585.936953,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1998
7590.912139,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),1999
7632.866943,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2000
7410.779678,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2001
7098.192387,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2002
7074.343862,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2003
7383.749418,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2004
7858.806434,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2005
8833.274282,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2006
10147.71234,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2007
12605.53256,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2008
13908.50541,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2009
14959.97893,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2010
17851.49621,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2011
19756.34681,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2012
22696.56333,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2013
25619.72406,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2014
28352.11249,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2015
29314.15702,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2016
31760.84698,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2017
34057.57489,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2018
357469.6898,,,BRA,Final consume expenditure,Brazil,1990
316752.8961,,,BRA,Final consume expenditure,Brazil,1991
299967.6842,,,BRA,Final consume expenditure,Brazil,1992
333142.6893,,,BRA,Final consume expenditure,Brazil,1993
473781.8214,,,BRA,Final consume expenditure,Brazil,1994
651482.6913,,,BRA,Final consume expenditure,Brazil,1995
721290.0771,,,BRA,Final consume expenditure,Brazil,1996
748923.7472,,,BRA,Final consume expenditure,Brazil,1997
727462.3265,,,BRA,Final consume expenditure,Brazil,1998
506615.7755,,,BRA,Final consume expenditure,Brazil,1999
546112.4284,,,BRA,Final consume expenditure,Brazil,2000
470086.4643,,,BRA,Final consume expenditure,Brazil,2001
425498.122,,,BRA,Final consume expenditure,Brazil,2002
455873.8472,,,BRA,Final consume expenditure,Brazil,2003
527516.2623,,,BRA,Final consume expenditure,Brazil,2004
713221.4732,,,BRA,Final consume expenditure,Brazil,2005
880773.2184,,,BRA,Final consume expenditure,Brazil,2006
1108477.244,,,BRA,Final consume expenditure,Brazil,2007
1352021.178,,,BRA,Final consume expenditure,Brazil,2008
1387382.282,,,BRA,Final consume expenditure,Brazil,2009
1753894.522,,,BRA,Final consume expenditure,Brazil,2010
2067028.417,,,BRA,Final consume expenditure,Brazil,2011
1972754.856,,,BRA,Final consume expenditure,Brazil,2012
1995383.969,,,BRA,Final consume expenditure,Brazil,2013
2020088.482,,,BRA,Final consume expenditure,Brazil,2014
1525862.35,,,BRA,Final consume expenditure,Brazil,2015
1530845.593,,,BRA,Final consume expenditure,Brazil,2016
1746626.858,,,BRA,Final consume expenditure,Brazil,2017
1626146.608,,,BRA,Final consume expenditure,Brazil,2018
23792.81255,,,CHL,Final consume expenditure,Chile,1990
27704.20522,,,CHL,Final consume expenditure,Chile,1991
34335.30059,,,CHL,Final consume expenditure,Chile,1992
37003.08005,,,CHL,Final consume expenditure,Chile,1993
41609.47246,,,CHL,Final consume expenditure,Chile,1994
51720.50402,,,CHL,Final consume expenditure,Chile,1995
56670.10647,,,CHL,Final consume expenditure,Chile,1996
62122.07723,,,CHL,Final consume expenditure,Chile,1997
61473.58234,,,CHL,Final consume expenditure,Chile,1998
57101.47543,,,CHL,Final consume expenditure,Chile,1999
58505.27825,,,CHL,Final consume expenditure,Chile,2000
53393.65145,,,CHL,Final consume expenditure,Chile,2001
51936.94006,,,CHL,Final consume expenditure,Chile,2002
55554.54825,,,CHL,Final consume expenditure,Chile,2003
68735.11132,,,CHL,Final consume expenditure,Chile,2004
84019.7447,,,CHL,Final consume expenditure,Chile,2005
98153.24916,,,CHL,Final consume expenditure,Chile,2006
111245.2523,,,CHL,Final consume expenditure,Chile,2007
126905.5563,,,CHL,Final consume expenditure,Chile,2008
119929.5149,,,CHL,Final consume expenditure,Chile,2009
150657.1325,,,CHL,Final consume expenditure,Chile,2010
176952.5447,,,CHL,Final consume expenditure,Chile,2011
191605.0633,,,CHL,Final consume expenditure,Chile,2012
203754.8412,,,CHL,Final consume expenditure,Chile,2013
193167.1019,,,CHL,Final consume expenditure,Chile,2014
183085.7456,,,CHL,Final consume expenditure,Chile,2015
190841.4609,,,CHL,Final consume expenditure,Chile,2016
212244.1194,,,CHL,Final consume expenditure,Chile,2017
227592.856,,,CHL,Final consume expenditure,Chile,2018
44279.3144,,,COL,Final consume expenditure,Colombia,1990
45386.62262,,,COL,Final consume expenditure,Colombia,1991
50692.15535,,,COL,Final consume expenditure,Colombia,1992
59293.84907,,,COL,Final consume expenditure,Colombia,1993
77789.72318,,,COL,Final consume expenditure,Colombia,1994
90297.58403,,,COL,Final consume expenditure,Colombia,1995
98198.83948,,,COL,Final consume expenditure,Colombia,1996
109757.3078,,,COL,Final consume expenditure,Colombia,1997
102765.9211,,,COL,Final consume expenditure,Colombia,1998
90455.17676,,,COL,Final consume expenditure,Colombia,1999
85395.59497,,,COL,Final consume expenditure,Colombia,2000
85099.82336,,,COL,Final consume expenditure,Colombia,2001
83914.89518,,,COL,Final consume expenditure,Colombia,2002
79736.14814,,,COL,Final consume expenditure,Colombia,2003
96542.15558,,,COL,Final consume expenditure,Colombia,2004
119239.0739,,,COL,Final consume expenditure,Colombia,2005
131419.1934,,,COL,Final consume expenditure,Colombia,2006
167000.7872,,,COL,Final consume expenditure,Colombia,2007
193040.1422,,,COL,Final consume expenditure,Colombia,2008
188675.9841,,,COL,Final consume expenditure,Colombia,2009
228767.4068,,,COL,Final consume expenditure,Colombia,2010
261063.6669,,,COL,Final consume expenditure,Colombia,2011
293404.4382,,,COL,Final consume expenditure,Colombia,2012
304163.8265,,,COL,Final consume expenditure,Colombia,2013
306157.1665,,,COL,Final consume expenditure,Colombia,2014
245570.1324,,,COL,Final consume expenditure,Colombia,2015
237011.0559,,,COL,Final consume expenditure,Colombia,2016
260005.535,,,COL,Final consume expenditure,Colombia,2017
279228.7618,,,COL,Final consume expenditure,Colombia,2018
6599.903097,,,CRI,Final consume expenditure,Costa Rica,1990
6216.569308,,,CRI,Final consume expenditure,Costa Rica,1991
7285.280794,,,CRI,Final consume expenditure,Costa Rica,1992
8255.122563,,,CRI,Final consume expenditure,Costa Rica,1993
8959.951253,,,CRI,Final consume expenditure,Costa Rica,1994
9723.230368,,,CRI,Final consume expenditure,Costa Rica,1995
10075.47667,,,CRI,Final consume expenditure,Costa Rica,1996
10633.53347,,,CRI,Final consume expenditure,Costa Rica,1997
11139.83318,,,CRI,Final consume expenditure,Costa Rica,1998
11588.18697,,,CRI,Final consume expenditure,Costa Rica,1999
12003.61048,,,CRI,Final consume expenditure,Costa Rica,2000
12730.93622,,,CRI,Final consume expenditure,Costa Rica,2001
13601.5371,,,CRI,Final consume expenditure,Costa Rica,2002
14330.15065,,,CRI,Final consume expenditure,Costa Rica,2003
15232.84093,,,CRI,Final consume expenditure,Costa Rica,2004
16689.95575,,,CRI,Final consume expenditure,Costa Rica,2005
18637.71108,,,CRI,Final consume expenditure,Costa Rica,2006
22056.16581,,,CRI,Final consume expenditure,Costa Rica,2007
25941.63899,,,CRI,Final consume expenditure,Costa Rica,2008
25227.17506,,,CRI,Final consume expenditure,Costa Rica,2009
30932.06758,,,CRI,Final consume expenditure,Costa Rica,2010
35763.266,,,CRI,Final consume expenditure,Costa Rica,2011
39629.6455,,,CRI,Final consume expenditure,Costa Rica,2012
42436.81711,,,CRI,Final consume expenditure,Costa Rica,2013
