value,source_id,notes_ids,iso3,Geographical area,Country__ESTANDAR,Sex__ESTANDAR,Years__ESTANDAR
2528.552,24,,ARG,Rural,Argentina,Both sexes,2045
2364.135,24,,ARG,Rural,Argentina,Both sexes,2050
18.681,23,4,ABW,Rural,Aruba,Both sexes,1950
21.489,23,4,ABW,Rural,Aruba,Both sexes,1955
26.685,23,4,ABW,Rural,Aruba,Both sexes,1960
28.278,23,4,ABW,Rural,Aruba,Both sexes,1965
29.163,23,4,ABW,Rural,Aruba,Both sexes,1970
29.996,23,4,ABW,Rural,Aruba,Both sexes,1975
29.765,23,4,ABW,Rural,Aruba,Both sexes,1980
31.264,23,4,ABW,Rural,Aruba,Both sexes,1985
30.876,23,4,ABW,Rural,Aruba,Both sexes,1990
41.153,23,4,ABW,Rural,Aruba,Both sexes,1995
48.409,23,4,ABW,Rural,Aruba,Both sexes,2000
55.142,23,4,ABW,Rural,Aruba,Both sexes,2005
57.891,23,4,ABW,Rural,Aruba,Both sexes,2010
59.362,23,4,ABW,Rural,Aruba,Both sexes,2015
59.927,23,4,ABW,Rural,Aruba,Both sexes,2020
59.776,23,4,ABW,Rural,Aruba,Both sexes,2025
58.897,23,4,ABW,Rural,Aruba,Both sexes,2030
37.893,23,4,BHS,Rural,Bahamas,Both sexes,1950
39.051,23,4,BHS,Rural,Bahamas,Both sexes,1955
44.127,23,4,BHS,Rural,Bahamas,Both sexes,1960
51.339,23,4,BHS,Rural,Bahamas,Both sexes,1965
56.286,23,4,BHS,Rural,Bahamas,Both sexes,1970
56.632,23,4,BHS,Rural,Bahamas,Both sexes,1975
56.663,23,4,BHS,Rural,Bahamas,Both sexes,1980
54.744,23,4,BHS,Rural,Bahamas,Both sexes,1985
51.682,23,4,BHS,Rural,Bahamas,Both sexes,1990
53.338,23,4,BHS,Rural,Bahamas,Both sexes,1995
53.599,23,4,BHS,Rural,Bahamas,Both sexes,2000
58.548,23,4,BHS,Rural,Bahamas,Both sexes,2005
63.41,23,4,BHS,Rural,Bahamas,Both sexes,2010
66.744,23,4,BHS,Rural,Bahamas,Both sexes,2015
68.165,23,4,BHS,Rural,Bahamas,Both sexes,2020
68.341,23,4,BHS,Rural,Bahamas,Both sexes,2025
67.205,23,4,BHS,Rural,Bahamas,Both sexes,2030
134.923,23,4,BRB,Rural,Barbados,Both sexes,1950
144.386,23,4,BRB,Rural,Barbados,Both sexes,1955
146.007,23,4,BRB,Rural,Barbados,Both sexes,1960
147.954,23,4,BRB,Rural,Barbados,Both sexes,1965
149.161,23,4,BRB,Rural,Barbados,Both sexes,1970
150.438,23,4,BRB,Rural,Barbados,Both sexes,1975
151.058,23,4,BRB,Rural,Barbados,Both sexes,1980
156.79,23,4,BRB,Rural,Barbados,Both sexes,1985
162.968,23,4,BRB,Rural,Barbados,Both sexes,1990
170.723,23,4,BRB,Rural,Barbados,Both sexes,1995
178.566,23,4,BRB,Rural,Barbados,Both sexes,2000
184.021,23,4,BRB,Rural,Barbados,Both sexes,2005
190.47,23,4,BRB,Rural,Barbados,Both sexes,2010
195.402,23,4,BRB,Rural,Barbados,Both sexes,2015
197.873,23,4,BRB,Rural,Barbados,Both sexes,2020
197.772,23,4,BRB,Rural,Barbados,Both sexes,2025
194.968,23,4,BRB,Rural,Barbados,Both sexes,2030
30.815,23,4,BLZ,Rural,Belize,Both sexes,1950
36.197,23,4,BLZ,Rural,Belize,Both sexes,1955
42.323,23,4,BLZ,Rural,Belize,Both sexes,1960
50.427,23,4,BLZ,Rural,Belize,Both sexes,1965
59.914,23,4,BLZ,Rural,Belize,Both sexes,1970
66.402,23,4,BLZ,Rural,Belize,Both sexes,1975
72.98,23,4,BLZ,Rural,Belize,Both sexes,1980
85.068,23,4,BLZ,Rural,Belize,Both sexes,1985
98.531,23,4,BLZ,Rural,Belize,Both sexes,1990
110.879,23,4,BLZ,Rural,Belize,Both sexes,1995
135.04,23,4,BLZ,Rural,Belize,Both sexes,2000
154.917,23,4,BLZ,Rural,Belize,Both sexes,2005
176.152,23,4,BLZ,Rural,Belize,Both sexes,2010
196.149,23,4,BLZ,Rural,Belize,Both sexes,2015
214.825,23,4,BLZ,Rural,Belize,Both sexes,2020
230.92,23,4,BLZ,Rural,Belize,Both sexes,2025
243.026,23,4,BLZ,Rural,Belize,Both sexes,2030
2689.861,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1970
2927.868,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1975
3032.837,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1980
3052.834,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1985
3022.203,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1990
3067.917,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1995
3168.628,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2000
3244.939,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2005
3292.156,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2010
3317.432,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2015
3319.38,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2020
3297.29,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2025
3254.609,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2030
3194.871,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2035
3121.684,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2040
3038.12,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2045
2946.998,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,2050
44824.178,24,,BRA,Rural,Brazil,Both sexes,1970
43119.342,24,,BRA,Rural,Brazil,Both sexes,1975
39827.982,24,,BRA,Rural,Brazil,Both sexes,1980
39479.016,24,,BRA,Rural,Brazil,Both sexes,1985
37967.079,24,,BRA,Rural,Brazil,Both sexes,1990
35717.93,24,,BRA,Rural,Brazil,Both sexes,1995
32968.969,24,,BRA,Rural,Brazil,Both sexes,2000
32265.183,24,,BRA,Rural,Brazil,Both sexes,2005
31026.43,24,,BRA,Rural,Brazil,Both sexes,2010
29685.734,24,,BRA,Rural,Brazil,Both sexes,2015
28224.672,24,,BRA,Rural,Brazil,Both sexes,2020
26741.868,24,,BRA,Rural,Brazil,Both sexes,2025
25312.349,24,,BRA,Rural,Brazil,Both sexes,2030
23928.16,24,,BRA,Rural,Brazil,Both sexes,2035
22588.252,24,,BRA,Rural,Brazil,Both sexes,2040
21304.683,24,,BRA,Rural,Brazil,Both sexes,2045
20095.286,24,,BRA,Rural,Brazil,Both sexes,2050
2369.619,24,,CHL,Rural,Chile,Both sexes,1970
2277.362,24,,CHL,Rural,Chile,Both sexes,1975
2124.206,24,,CHL,Rural,Chile,Both sexes,1980
2117.951,24,,CHL,Rural,Chile,Both sexes,1985
2224.523,24,,CHL,Rural,Chile,Both sexes,1990
2231.264,24,,CHL,Rural,Chile,Both sexes,1995
2143.957,24,,CHL,Rural,Chile,Both sexes,2000
2079.064,24,,CHL,Rural,Chile,Both sexes,2005
2036.246,24,,CHL,Rural,Chile,Both sexes,2010
1981.324,24,,CHL,Rural,Chile,Both sexes,2015
1913.754,24,,CHL,Rural,Chile,Both sexes,2020
1838.48,24,,CHL,Rural,Chile,Both sexes,2025
1756.204,24,,CHL,Rural,Chile,Both sexes,2030
1667.848,24,,CHL,Rural,Chile,Both sexes,2035
1575.341,24,,CHL,Rural,Chile,Both sexes,2040
1480.811,24,,CHL,Rural,Chile,Both sexes,2045
1386.281,24,,CHL,Rural,Chile,Both sexes,2050
9323.653,24,,COL,Rural,Colombia,Both sexes,1970
9458.485,24,,COL,Rural,Colombia,Both sexes,1975
9861.288,24,,COL,Rural,Colombia,Both sexes,1980
10201.12,24,,COL,Rural,Colombia,Both sexes,1985
10467.3,24,,COL,Rural,Colombia,Both sexes,1990
10597.917,24,,COL,Rural,Colombia,Both sexes,1995
10611.252,24,,COL,Rural,Colombia,Both sexes,2000
10484.689,24,,COL,Rural,Colombia,Both sexes,2005
10260.646,24,,COL,Rural,Colombia,Both sexes,2010
9933.215,24,,COL,Rural,Colombia,Both sexes,2015
9522.557,24,,COL,Rural,Colombia,Both sexes,2020
9049.313,24,,COL,Rural,Colombia,Both sexes,2025
8545.081,24,,COL,Rural,Colombia,Both sexes,2030
8028.451,24,,COL,Rural,Colombia,Both sexes,2035
7505.288,24,,COL,Rural,Colombia,Both sexes,2040
6986.583,24,,COL,Rural,Colombia,Both sexes,2045
6483.709,24,,COL,Rural,Colombia,Both sexes,2050
1130.258,24,,CRI,Rural,Costa Rica,Both sexes,1970
1229.372,24,,CRI,Rural,Costa Rica,Both sexes,1975
1356.98,24,,CRI,Rural,Costa Rica,Both sexes,1980
1487.675,24,,CRI,Rural,Costa Rica,Both sexes,1985
1549.791,24,,CRI,Rural,Costa Rica,Both sexes,1990
1598.775,24,,CRI,Rural,Costa Rica,Both sexes,1995
1610.947,24,,CRI,Rural,Costa Rica,Both sexes,2000
1476.714,24,,CRI,Rural,Costa Rica,Both sexes,2005
1294.06,24,,CRI,Rural,Costa Rica,Both sexes,2010
1127.353,24,,CRI,Rural,Costa Rica,Both sexes,2015
972.122,24,,CRI,Rural,Costa Rica,Both sexes,2020
828.597,24,,CRI,Rural,Costa Rica,Both sexes,2025
703.495,24,,CRI,Rural,Costa Rica,Both sexes,2030
599.987,24,,CRI,Rural,Costa Rica,Both sexes,2035
516.852,24,,CRI,Rural,Costa Rica,Both sexes,2040
451.344,24,,CRI,Rural,Costa Rica,Both sexes,2045
400.273,24,,CRI,Rural,Costa Rica,Both sexes,2050
3473.613,24,,CUB,Rural,Cuba,Both sexes,1970
3395.187,24,,CUB,Rural,Cuba,Both sexes,1975
3144.722,24,,CUB,Rural,Cuba,Both sexes,1980
3002.601,24,,CUB,Rural,Cuba,Both sexes,1985
2979.714,24,,CUB,Rural,Cuba,Both sexes,1990
2893.995,24,,CUB,Rural,Cuba,Both sexes,1995
2769.367,24,,CUB,Rural,Cuba,Both sexes,2000
2697.17,24,,CUB,Rural,Cuba,Both sexes,2005
2657.393,24,,CUB,Rural,Cuba,Both sexes,2010
2625.725,24,,CUB,Rural,Cuba,Both sexes,2015
2570.957,24,,CUB,Rural,Cuba,Both sexes,2020
2511.434,24,,CUB,Rural,Cuba,Both sexes,2025
2441.647,24,,CUB,Rural,Cuba,Both sexes,2030
2359.796,24,,CUB,Rural,Cuba,Both sexes,2035
2267.571,24,,CUB,Rural,Cuba,Both sexes,2040
2167.722,24,,CUB,Rural,Cuba,Both sexes,2045
2061.728,24,,CUB,Rural,Cuba,Both sexes,2050
33.37,23,4,DMA,Rural,Dominica,Both sexes,1950
34.762,23,4,DMA,Rural,Dominica,Both sexes,1955
37.3,23,4,DMA,Rural,Dominica,Both sexes,1960
40.207,23,4,DMA,Rural,Dominica,Both sexes,1965
43.58,23,4,DMA,Rural,Dominica,Both sexes,1970
41.331,23,4,DMA,Rural,Dominica,Both sexes,1975
40.098,23,4,DMA,Rural,Dominica,Both sexes,1980
33.353,23,4,DMA,Rural,Dominica,Both sexes,1985
26.187,23,4,DMA,Rural,Dominica,Both sexes,1990
25.1,23,4,DMA,Rural,Dominica,Both sexes,1995
24.202,23,4,DMA,Rural,Dominica,Both sexes,2000
23.589,23,4,DMA,Rural,Dominica,Both sexes,2005
22.793,23,4,DMA,Rural,Dominica,Both sexes,2010
22.256,23,4,DMA,Rural,Dominica,Both sexes,2015
21.697,23,4,DMA,Rural,Dominica,Both sexes,2020
20.986,23,4,DMA,Rural,Dominica,Both sexes,2025
20.054,23,4,DMA,Rural,Dominica,Both sexes,2030
3671.214,24,,ECU,Rural,Ecuador,Both sexes,1970
4027.9,24,,ECU,Rural,Ecuador,Both sexes,1975
4228.509,24,,ECU,Rural,Ecuador,Both sexes,1980
4414.073,24,,ECU,Rural,Ecuador,Both sexes,1985
4594.816,24,,ECU,Rural,Ecuador,Both sexes,1990
4832.962,24,,ECU,Rural,Ecuador,Both sexes,1995
5003.065,24,,ECU,Rural,Ecuador,Both sexes,2000
5250.342,24,,ECU,Rural,Ecuador,Both sexes,2005
5572.902,24,,ECU,Rural,Ecuador,Both sexes,2010
5748.639,24,,ECU,Rural,Ecuador,Both sexes,2015
5873.214,24,,ECU,Rural,Ecuador,Both sexes,2020
5951.102,24,,ECU,Rural,Ecuador,Both sexes,2025
5981.871,24,,ECU,Rural,Ecuador,Both sexes,2030
5968.11,24,,ECU,Rural,Ecuador,Both sexes,2035
5911.811,24,,ECU,Rural,Ecuador,Both sexes,2040
5817.5,24,,ECU,Rural,Ecuador,Both sexes,2045
5687.72,24,,ECU,Rural,Ecuador,Both sexes,2050
2223.506,24,,SLV,Rural,El Salvador,Both sexes,1970
2427.269,24,,SLV,Rural,El Salvador,Both sexes,1975
2564.363,24,,SLV,Rural,El Salvador,Both sexes,1980
2632.176,24,,SLV,Rural,El Salvador,Both sexes,1985
2677.112,24,,SLV,Rural,El Salvador,Both sexes,1990
2660.134,24,,SLV,Rural,El Salvador,Both sexes,1995
2530.817,24,,SLV,Rural,El Salvador,Both sexes,2000
2348.646,24,,SLV,Rural,El Salvador,Both sexes,2005
2145.99,24,,SLV,Rural,El Salvador,Both sexes,2010
1952.679,24,,SLV,Rural,El Salvador,Both sexes,2015
1771.535,24,,SLV,Rural,El Salvador,Both sexes,2020
1604.541,24,,SLV,Rural,El Salvador,Both sexes,2025
1456.964,24,,SLV,Rural,El Salvador,Both sexes,2030
1327.756,24,,SLV,Rural,El Salvador,Both sexes,2035
1216.176,24,,SLV,Rural,El Salvador,Both sexes,2040
1121.448,24,,SLV,Rural,El Salvador,Both sexes,2045
1042.201,24,,SLV,Rural,El Salvador,Both sexes,2050
54.831,23,4,GRD,Rural,Grenada,Both sexes,1950
57.199,23,4,GRD,Rural,Grenada,Both sexes,1955
62.61,23,4,GRD,Rural,Grenada,Both sexes,1960
65.002,23,4,GRD,Rural,Grenada,Both sexes,1965
64.01,23,4,GRD,Rural,Grenada,Both sexes,1970
62.346,23,4,GRD,Rural,Grenada,Both sexes,1975
59.712,23,4,GRD,Rural,Grenada,Both sexes,1980
66.76,23,4,GRD,Rural,Grenada,Both sexes,1985
64.099,23,4,GRD,Rural,Grenada,Both sexes,1990
65.697,23,4,GRD,Rural,Grenada,Both sexes,1995
65.343,23,4,GRD,Rural,Grenada,Both sexes,2000
65.995,23,4,GRD,Rural,Grenada,Both sexes,2005
67.134,23,4,GRD,Rural,Grenada,Both sexes,2010
68.37,23,4,GRD,Rural,Grenada,Both sexes,2015
69.37,23,4,GRD,Rural,Grenada,Both sexes,2020
69.501,23,4,GRD,Rural,Grenada,Both sexes,2025
68.479,23,4,GRD,Rural,Grenada,Both sexes,2030
3538.823,24,,GTM,Rural,Guatemala,Both sexes,1970
4064.796,24,,GTM,Rural,Guatemala,Both sexes,1975
4735.521,24,,GTM,Rural,Guatemala,Both sexes,1980
5294.343,24,,GTM,Rural,Guatemala,Both sexes,1985
5864.062,24,,GTM,Rural,Guatemala,Both sexes,1990
6372.015,24,,GTM,Rural,Guatemala,Both sexes,1995
6424.321,24,,GTM,Rural,Guatemala,Both sexes,2000
6620.636,24,,GTM,Rural,Guatemala,Both sexes,2005
6876.226,24,,GTM,Rural,Guatemala,Both sexes,2010
7012.404,24,,GTM,Rural,Guatemala,Both sexes,2015
7006.084,24,,GTM,Rural,Guatemala,Both sexes,2020
6881.02,24,,GTM,Rural,Guatemala,Both sexes,2025
6669.837,24,,GTM,Rural,Guatemala,Both sexes,2030
6405.302,24,,GTM,Rural,Guatemala,Both sexes,2035
6114.698,24,,GTM,Rural,Guatemala,Both sexes,2040
5821.422,24,,GTM,Rural,Guatemala,Both sexes,2045
5550.138,24,,GTM,Rural,Guatemala,Both sexes,2050
292.629,23,4,GUY,Rural,Guyana,Both sexes,1950
344.928,23,4,GUY,Rural,Guyana,Both sexes,1955
405.939,23,4,GUY,Rural,Guyana,Both sexes,1960
461.465,23,4,GUY,Rural,Guyana,Both sexes,1965
497.506,23,4,GUY,Rural,Guyana,Both sexes,1970
522.334,23,4,GUY,Rural,Guyana,Both sexes,1975
542.304,23,4,GUY,Rural,Guyana,Both sexes,1980
539.047,23,4,GUY,Rural,Guyana,Both sexes,1985
523.416,23,4,GUY,Rural,Guyana,Both sexes,1990
539.477,23,4,GUY,Rural,Guyana,Both sexes,1995
537.149,23,4,GUY,Rural,Guyana,Both sexes,2000
542.015,23,4,GUY,Rural,Guyana,Both sexes,2005
547.72,23,4,GUY,Rural,Guyana,Both sexes,2010
565.31,23,4,GUY,Rural,Guyana,Both sexes,2015
578.961,23,4,GUY,Rural,Guyana,Both sexes,2020
587.739,23,4,GUY,Rural,Guyana,Both sexes,2025
589.435,23,4,GUY,Rural,Guyana,Both sexes,2030
3779.694,24,,HTI,Rural,Haiti,Both sexes,1970
4096.667,24,,HTI,Rural,Haiti,Both sexes,1975
4525.316,24,,HTI,Rural,Haiti,Both sexes,1980
4895.005,24,,HTI,Rural,Haiti,Both sexes,1985
5091.139,24,,HTI,Rural,Haiti,Both sexes,1990
5218.506,24,,HTI,Rural,Haiti,Both sexes,1995
5279.575,24,,HTI,Rural,Haiti,Both sexes,2000
5283.524,24,,HTI,Rural,Haiti,Both sexes,2005
5259.97,24,,HTI,Rural,Haiti,Both sexes,2010
5158.125,24,,HTI,Rural,Haiti,Both sexes,2015
4997.357,24,,HTI,Rural,Haiti,Both sexes,2020
4791.278,24,,HTI,Rural,Haiti,Both sexes,2025
4563.755,24,,HTI,Rural,Haiti,Both sexes,2030
4335.302,24,,HTI,Rural,Haiti,Both sexes,2035
4116.34,24,,HTI,Rural,Haiti,Both sexes,2040
3912.361,24,,HTI,Rural,Haiti,Both sexes,2045
3736.994,24,,HTI,Rural,Haiti,Both sexes,2050
1927.855,24,,HND,Rural,Honduras,Both sexes,1970
2140.833,24,,HND,Rural,Honduras,Both sexes,1975
2392.763,24,,HND,Rural,Honduras,Both sexes,1980
2663.327,24,,HND,Rural,Honduras,Both sexes,1985
2949.699,24,,HND,Rural,Honduras,Both sexes,1990
3257.051,24,,HND,Rural,Honduras,Both sexes,1995
3560.373,24,,HND,Rural,Honduras,Both sexes,2000
3811.899,24,,HND,Rural,Honduras,Both sexes,2005
3989.488,24,,HND,Rural,Honduras,Both sexes,2010
4093.125,24,,HND,Rural,Honduras,Both sexes,2015
4117.549,24,,HND,Rural,Honduras,Both sexes,2020
4082.903,24,,HND,Rural,Honduras,Both sexes,2025
4005.164,24,,HND,Rural,Honduras,Both sexes,2030
3908.83,24,,HND,Rural,Honduras,Both sexes,2035
3790.748,24,,HND,Rural,Honduras,Both sexes,2040
3651.581,24,,HND,Rural,Honduras,Both sexes,2045
3496.327,24,,HND,Rural,Honduras,Both sexes,2050
6.605,23,4,VGB,Rural,British Virgin Islands,Both sexes,1950
6.786,23,4,VGB,Rural,British Virgin Islands,Both sexes,1955
7.051,23,4,VGB,Rural,British Virgin Islands,Both sexes,1960
7.555,23,4,VGB,Rural,British Virgin Islands,Both sexes,1965
8.172,23,4,VGB,Rural,British Virgin Islands,Both sexes,1970
8.436,23,4,VGB,Rural,British Virgin Islands,Both sexes,1975
8.5,23,4,VGB,Rural,British Virgin Islands,Both sexes,1980
9.349,23,4,VGB,Rural,British Virgin Islands,Both sexes,1985
10.236,23,4,VGB,Rural,British Virgin Islands,Both sexes,1990
10.98,23,4,VGB,Rural,British Virgin Islands,Both sexes,1995
12.021,23,4,VGB,Rural,British Virgin Islands,Both sexes,2000
13.157,23,4,VGB,Rural,British Virgin Islands,Both sexes,2005
15.024,23,4,VGB,Rural,British Virgin Islands,Both sexes,2010
16.085,23,4,VGB,Rural,British Virgin Islands,Both sexes,2015
16.802,23,4,VGB,Rural,British Virgin Islands,Both sexes,2020
16.853,23,4,VGB,Rural,British Virgin Islands,Both sexes,2025
16.66,23,4,VGB,Rural,British Virgin Islands,Both sexes,2030
11.163,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1950
12.7,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1955
14.421,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1960
18.446,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1965
19.682,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1970
21.406,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1975
19.67,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1980
16.55,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1985
12.777,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1990
10.27,23,4,VIR,Rural,United States Virgin Islands,Both sexes,1995
8.06,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2000
6.83,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2005
5.738,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2010
4.882,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2015
4.259,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2020
3.739,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2025
3.31,23,4,VIR,Rural,United States Virgin Islands,Both sexes,2030
1064.576,23,4,JAM,Rural,Jamaica,Both sexes,1950
1097.914,23,4,JAM,Rural,Jamaica,Both sexes,1955
1078.41,23,4,JAM,Rural,Jamaica,Both sexes,1960
1097.692,23,4,JAM,Rural,Jamaica,Both sexes,1965
1100.396,23,4,JAM,Rural,Jamaica,Both sexes,1970
1135.261,23,4,JAM,Rural,Jamaica,Both sexes,1975
1152.06,23,4,JAM,Rural,Jamaica,Both sexes,1980
1206.176,23,4,JAM,Rural,Jamaica,Both sexes,1985
1225.612,23,4,JAM,Rural,Jamaica,Both sexes,1990
1253.107,23,4,JAM,Rural,Jamaica,Both sexes,1995
1280.23,23,4,JAM,Rural,Jamaica,Both sexes,2000
1295.184,23,4,JAM,Rural,Jamaica,Both sexes,2005
1303.146,23,4,JAM,Rural,Jamaica,Both sexes,2010
1297.166,23,4,JAM,Rural,Jamaica,Both sexes,2015
1272.725,23,4,JAM,Rural,Jamaica,Both sexes,2020
1227.679,23,4,JAM,Rural,Jamaica,Both sexes,2025
1162.82,23,4,JAM,Rural,Jamaica,Both sexes,2030
21299.511,24,,MEX,Rural,Mexico,Both sexes,1970
22757.919,24,,MEX,Rural,Mexico,Both sexes,1975
23474.458,24,,MEX,Rural,Mexico,Both sexes,1980
24329.169,24,,MEX,Rural,Mexico,Both sexes,1985
24822.163,24,,MEX,Rural,Mexico,Both sexes,1990
25348.76,24,,MEX,Rural,Mexico,Both sexes,1995
25549.237,24,,MEX,Rural,Mexico,Both sexes,2000
26220.487,24,,MEX,Rural,Mexico,Both sexes,2005
27356.029,24,,MEX,Rural,Mexico,Both sexes,2010
28232.764,24,,MEX,Rural,Mexico,Both sexes,2015
28959.705,24,,MEX,Rural,Mexico,Both sexes,2020
29528.849,24,,MEX,Rural,Mexico,Both sexes,2025
29911.328,24,,MEX,Rural,Mexico,Both sexes,2030
30103.16,24,,MEX,Rural,Mexico,Both sexes,2035
30107.269,24,,MEX,Rural,Mexico,Both sexes,2040
29941.993,24,,MEX,Rural,Mexico,Both sexes,2045
29623.403,24,,MEX,Rural,Mexico,Both sexes,2050
11.383,23,4,MSR,Rural,Montserrat,Both sexes,1950
12.038,23,4,MSR,Rural,Montserrat,Both sexes,1955
10.188,23,4,MSR,Rural,Montserrat,Both sexes,1960
10.253,23,4,MSR,Rural,Montserrat,Both sexes,1965
10.297,23,4,MSR,Rural,Montserrat,Both sexes,1970
10.372,23,4,MSR,Rural,Montserrat,Both sexes,1975
10.43,23,4,MSR,Rural,Montserrat,Both sexes,1980
9.908,23,4,MSR,Rural,Montserrat,Both sexes,1985
9.389,23,4,MSR,Rural,Montserrat,Both sexes,1990
8.954,23,4,MSR,Rural,Montserrat,Both sexes,1995
4.852,23,4,MSR,Rural,Montserrat,Both sexes,2000
4.332,23,4,MSR,Rural,Montserrat,Both sexes,2005
4.492,23,4,MSR,Rural,Montserrat,Both sexes,2010
4.661,23,4,MSR,Rural,Montserrat,Both sexes,2015
4.765,23,4,MSR,Rural,Montserrat,Both sexes,2020
4.835,23,4,MSR,Rural,Montserrat,Both sexes,2025
4.866,23,4,MSR,Rural,Montserrat,Both sexes,2030
1271.4,24,,NIC,Rural,Nicaragua,Both sexes,1970
1431.049,24,,NIC,Rural,Nicaragua,Both sexes,1975
1617.899,24,,NIC,Rural,Nicaragua,Both sexes,1980
1794.92,24,,NIC,Rural,Nicaragua,Both sexes,1985
1948.009,24,,NIC,Rural,Nicaragua,Both sexes,1990
2104.96,24,,NIC,Rural,Nicaragua,Both sexes,1995
2252.803,24,,NIC,Rural,Nicaragua,Both sexes,2000
2366.466,24,,NIC,Rural,Nicaragua,Both sexes,2005
2477.722,24,,NIC,Rural,Nicaragua,Both sexes,2010
2577.783,24,,NIC,Rural,Nicaragua,Both sexes,2015
2663.659,24,,NIC,Rural,Nicaragua,Both sexes,2020
2733.272,24,,NIC,Rural,Nicaragua,Both sexes,2025
2784.907,24,,NIC,Rural,Nicaragua,Both sexes,2030
2817.477,24,,NIC,Rural,Nicaragua,Both sexes,2035
2835.894,24,,NIC,Rural,Nicaragua,Both sexes,2040
2840.043,24,,NIC,Rural,Nicaragua,Both sexes,2045
2826.762,24,,NIC,Rural,Nicaragua,Both sexes,2050
794.991,24,,PAN,Rural,Panama,Both sexes,1970
894.563,24,,PAN,Rural,Panama,Both sexes,1975
992.474,24,,PAN,Rural,Panama,Both sexes,1980
1068.406,24,,PAN,Rural,Panama,Both sexes,1985
1138.194,24,,PAN,Rural,Panama,Both sexes,1990
1146.329,24,,PAN,Rural,Panama,Both sexes,1995
1143.098,24,,PAN,Rural,Panama,Both sexes,2000
1204.468,24,,PAN,Rural,Panama,Both sexes,2005
1261.112,24,,PAN,Rural,Panama,Both sexes,2010
1313.38,24,,PAN,Rural,Panama,Both sexes,2015
1359.402,24,,PAN,Rural,Panama,Both sexes,2020
1396.777,24,,PAN,Rural,Panama,Both sexes,2025
1423.717,24,,PAN,Rural,Panama,Both sexes,2030
1440.313,24,,PAN,Rural,Panama,Both sexes,2035
1447.483,24,,PAN,Rural,Panama,Both sexes,2040
1445.633,24,,PAN,Rural,Panama,Both sexes,2045
1435.641,24,,PAN,Rural,Panama,Both sexes,2050
1557.936,24,,PRY,Rural,Paraguay,Both sexes,1970
1702.713,24,,PRY,Rural,Paraguay,Both sexes,1975
1852.672,24,,PRY,Rural,Paraguay,Both sexes,1980
1999.277,24,,PRY,Rural,Paraguay,Both sexes,1985
2104.272,24,,PRY,Rural,Paraguay,Both sexes,1990
2197.934,24,,PRY,Rural,Paraguay,Both sexes,1995
2277.775,24,,PRY,Rural,Paraguay,Both sexes,2000
2304.148,24,,PRY,Rural,Paraguay,Both sexes,2005
2275.299,24,,PRY,Rural,Paraguay,Both sexes,2010
2233.652,24,,PRY,Rural,Paraguay,Both sexes,2015
2170.819,24,,PRY,Rural,Paraguay,Both sexes,2020
2089.059,24,,PRY,Rural,Paraguay,Both sexes,2025
1993.136,24,,PRY,Rural,Paraguay,Both sexes,2030
1888.104,24,,PRY,Rural,Paraguay,Both sexes,2035
1779.829,24,,PRY,Rural,Paraguay,Both sexes,2040
1672.6,24,,PRY,Rural,Paraguay,Both sexes,2045
1569.037,24,,PRY,Rural,Paraguay,Both sexes,2050
5693.15,24,,PER,Rural,Peru,Both sexes,1970
5880.846,24,,PER,Rural,Peru,Both sexes,1975
6153.751,24,,PER,Rural,Peru,Both sexes,1980
6483.418,24,,PER,Rural,Peru,Both sexes,1985
6794.509,24,,PER,Rural,Peru,Both sexes,1990
6992.226,24,,PER,Rural,Peru,Both sexes,1995
