value,source_id,notes_ids,iso3,Country__ESTANDAR,Years__ESTANDAR,Sex,Name of non-communicable disease,Reporting Type
55.0,5397,,ATG,Antigua and Barbuda,2015,Both sexes,Diabetes,Global
200.0,5397,,ATG,Antigua and Barbuda,2015,Both sexes,Cardiovascular disease,Global
14.0,5397,,ATG,Antigua and Barbuda,2015,Male,Chronic respiratory disease,Global
98.0,5397,,ATG,Antigua and Barbuda,2015,Male,Cardiovascular disease,Global
25.0,5397,,ATG,Antigua and Barbuda,2015,Male,Diabetes,Global
59.0,5397,,ATG,Antigua and Barbuda,2015,Male,Cancer,Global
11.0,5397,,ATG,Antigua and Barbuda,2015,Female,Chronic respiratory disease,Global
102.0,5397,,ATG,Antigua and Barbuda,2015,Female,Cardiovascular disease,Global
62.0,5397,,ATG,Antigua and Barbuda,2019,Male,Cancer,Global
220.0,5397,,ATG,Antigua and Barbuda,2019,Both sexes,Cardiovascular disease,Global
135.0,5397,,ATG,Antigua and Barbuda,2019,Both sexes,Cancer,Global
27.0,5397,,ATG,Antigua and Barbuda,2019,Both sexes,Chronic respiratory disease,Global
28.0,5397,,ATG,Antigua and Barbuda,2019,Male,Diabetes,Global
16.0,5397,,ATG,Antigua and Barbuda,2019,Male,Chronic respiratory disease,Global
108.0,5397,,ATG,Antigua and Barbuda,2019,Male,Cardiovascular disease,Global
112.0,5397,,ATG,Antigua and Barbuda,2019,Female,Cardiovascular disease,Global
73.0,5397,,ATG,Antigua and Barbuda,2019,Female,Cancer,Global
39.0,5397,,ATG,Antigua and Barbuda,2019,Female,Diabetes,Global
11.0,5397,,ATG,Antigua and Barbuda,2019,Female,Chronic respiratory disease,Global
67.0,5397,,ATG,Antigua and Barbuda,2019,Both sexes,Diabetes,Global
126.0,5397,,TTO,Trinidad and Tobago,2000,Male,Chronic respiratory disease,Global
1753.0,5397,,TTO,Trinidad and Tobago,2000,Male,Cardiovascular disease,Global
1688.0,5397,,TTO,Trinidad and Tobago,2000,Both sexes,Cancer,Global
195.0,5397,,TTO,Trinidad and Tobago,2000,Both sexes,Chronic respiratory disease,Global
1275.0,5397,,TTO,Trinidad and Tobago,2000,Both sexes,Diabetes,Global
1542.0,5397,,TTO,Trinidad and Tobago,2000,Female,Cardiovascular disease,Global
639.0,5397,,TTO,Trinidad and Tobago,2000,Female,Diabetes,Global
816.0,5397,,TTO,Trinidad and Tobago,2000,Female,Cancer,Global
69.0,5397,,TTO,Trinidad and Tobago,2000,Female,Chronic respiratory disease,Global
3295.0,5397,,TTO,Trinidad and Tobago,2000,Both sexes,Cardiovascular disease,Global
872.0,5397,,TTO,Trinidad and Tobago,2000,Male,Cancer,Global
636.0,5397,,TTO,Trinidad and Tobago,2000,Male,Diabetes,Global
1916.0,5397,,TTO,Trinidad and Tobago,2005,Both sexes,Cancer,Global
1391.0,5397,,TTO,Trinidad and Tobago,2005,Both sexes,Diabetes,Global
3154.0,5397,,TTO,Trinidad and Tobago,2005,Both sexes,Cardiovascular disease,Global
197.0,5397,,TTO,Trinidad and Tobago,2005,Both sexes,Chronic respiratory disease,Global
1420.0,5397,,TTO,Trinidad and Tobago,2005,Female,Cardiovascular disease,Global
670.0,5397,,TTO,Trinidad and Tobago,2005,Female,Diabetes,Global
66.0,5397,,TTO,Trinidad and Tobago,2005,Female,Chronic respiratory disease,Global
1011.0,5397,,TTO,Trinidad and Tobago,2005,Male,Cancer,Global
131.0,5397,,TTO,Trinidad and Tobago,2005,Male,Chronic respiratory disease,Global
720.0,5397,,TTO,Trinidad and Tobago,2005,Male,Diabetes,Global
1734.0,5397,,TTO,Trinidad and Tobago,2005,Male,Cardiovascular disease,Global
906.0,5397,,TTO,Trinidad and Tobago,2005,Female,Cancer,Global
3048.0,5397,,TTO,Trinidad and Tobago,2010,Both sexes,Cardiovascular disease,Global
2190.0,5397,,TTO,Trinidad and Tobago,2010,Both sexes,Cancer,Global
210.0,5397,,TTO,Trinidad and Tobago,2010,Both sexes,Chronic respiratory disease,Global
1404.0,5397,,TTO,Trinidad and Tobago,2010,Both sexes,Diabetes,Global
685.0,5397,,TTO,Trinidad and Tobago,2010,Female,Diabetes,Global
1399.0,5397,,TTO,Trinidad and Tobago,2010,Female,Cardiovascular disease,Global
1054.0,5397,,TTO,Trinidad and Tobago,2010,Female,Cancer,Global
73.0,5397,,TTO,Trinidad and Tobago,2010,Female,Chronic respiratory disease,Global
137.0,5397,,TTO,Trinidad and Tobago,2010,Male,Chronic respiratory disease,Global
719.0,5397,,TTO,Trinidad and Tobago,2010,Male,Diabetes,Global
1137.0,5397,,TTO,Trinidad and Tobago,2010,Male,Cancer,Global
1648.0,5397,,TTO,Trinidad and Tobago,2010,Male,Cardiovascular disease,Global
198.0,5397,,TTO,Trinidad and Tobago,2015,Both sexes,Chronic respiratory disease,Global
2101.0,5397,,TTO,Trinidad and Tobago,2015,Both sexes,Cancer,Global
1404.0,5397,,TTO,Trinidad and Tobago,2015,Both sexes,Diabetes,Global
2800.0,5397,,TTO,Trinidad and Tobago,2015,Both sexes,Cardiovascular disease,Global
647.0,5397,,TTO,Trinidad and Tobago,2015,Female,Diabetes,Global
67.0,5397,,TTO,Trinidad and Tobago,2015,Female,Chronic respiratory disease,Global
1224.0,5397,,TTO,Trinidad and Tobago,2015,Female,Cardiovascular disease,Global
130.0,5397,,TTO,Trinidad and Tobago,2015,Male,Chronic respiratory disease,Global
997.0,5397,,TTO,Trinidad and Tobago,2015,Female,Cancer,Global
1576.0,5397,,TTO,Trinidad and Tobago,2015,Male,Cardiovascular disease,Global
758.0,5397,,TTO,Trinidad and Tobago,2015,Male,Diabetes,Global
1104.0,5397,,TTO,Trinidad and Tobago,2015,Male,Cancer,Global
962.0,5397,,TTO,Trinidad and Tobago,2019,Female,Cancer,Global
634.0,5397,,TTO,Trinidad and Tobago,2019,Female,Diabetes,Global
1202.0,5397,,TTO,Trinidad and Tobago,2019,Female,Cardiovascular disease,Global
1111.0,5397,,TTO,Trinidad and Tobago,2019,Male,Cancer,Global
1571.0,5397,,TTO,Trinidad and Tobago,2019,Male,Cardiovascular disease,Global
784.0,5397,,TTO,Trinidad and Tobago,2019,Male,Diabetes,Global
129.0,5397,,TTO,Trinidad and Tobago,2019,Male,Chronic respiratory disease,Global
64.0,5397,,TTO,Trinidad and Tobago,2019,Female,Chronic respiratory disease,Global
2773.0,5397,,TTO,Trinidad and Tobago,2019,Both sexes,Cardiovascular disease,Global
194.0,5397,,TTO,Trinidad and Tobago,2019,Both sexes,Chronic respiratory disease,Global
1419.0,5397,,TTO,Trinidad and Tobago,2019,Both sexes,Diabetes,Global
2073.0,5397,,TTO,Trinidad and Tobago,2019,Both sexes,Cancer,Global
5272.0,5397,,GTM,Guatemala,2000,Both sexes,Cancer,Global
1696.0,5397,,GTM,Guatemala,2000,Female,Diabetes,Global
700.0,5397,,GTM,Guatemala,2000,Female,Chronic respiratory disease,Global
4634.0,5397,,GTM,Guatemala,2000,Female,Cardiovascular disease,Global
2800.0,5397,,GTM,Guatemala,2000,Female,Cancer,Global
4652.0,5397,,GTM,Guatemala,2000,Male,Cardiovascular disease,Global
2472.0,5397,,GTM,Guatemala,2000,Male,Cancer,Global
778.0,5397,,GTM,Guatemala,2000,Male,Chronic respiratory disease,Global
1365.0,5397,,GTM,Guatemala,2000,Male,Diabetes,Global
3061.0,5397,,GTM,Guatemala,2000,Both sexes,Diabetes,Global
9287.0,5397,,GTM,Guatemala,2000,Both sexes,Cardiovascular disease,Global
1478.0,5397,,GTM,Guatemala,2000,Both sexes,Chronic respiratory disease,Global
3351.0,5397,,GTM,Guatemala,2005,Female,Cancer,Global
5344.0,5397,,GTM,Guatemala,2005,Male,Cardiovascular disease,Global
2281.0,5397,,GTM,Guatemala,2005,Male,Diabetes,Global
3008.0,5397,,GTM,Guatemala,2005,Male,Cancer,Global
893.0,5397,,GTM,Guatemala,2005,Male,Chronic respiratory disease,Global
1745.0,5397,,GTM,Guatemala,2005,Both sexes,Chronic respiratory disease,Global
4984.0,5397,,GTM,Guatemala,2005,Both sexes,Diabetes,Global
10557.0,5397,,GTM,Guatemala,2005,Both sexes,Cardiovascular disease,Global
6358.0,5397,,GTM,Guatemala,2005,Both sexes,Cancer,Global
2704.0,5397,,GTM,Guatemala,2005,Female,Diabetes,Global
852.0,5397,,GTM,Guatemala,2005,Female,Chronic respiratory disease,Global
5213.0,5397,,GTM,Guatemala,2005,Female,Cardiovascular disease,Global
12675.0,5397,,GTM,Guatemala,2010,Both sexes,Cardiovascular disease,Global
1981.0,5397,,GTM,Guatemala,2010,Both sexes,Chronic respiratory disease,Global
6829.0,5397,,GTM,Guatemala,2010,Both sexes,Diabetes,Global
7552.0,5397,,GTM,Guatemala,2010,Both sexes,Cancer,Global
4079.0,5397,,GTM,Guatemala,2010,Female,Cancer,Global
973.0,5397,,GTM,Guatemala,2010,Female,Chronic respiratory disease,Global
3827.0,5397,,GTM,Guatemala,2010,Female,Diabetes,Global
6397.0,5397,,GTM,Guatemala,2010,Male,Cardiovascular disease,Global
3002.0,5397,,GTM,Guatemala,2010,Male,Diabetes,Global
3474.0,5397,,GTM,Guatemala,2010,Male,Cancer,Global
1008.0,5397,,GTM,Guatemala,2010,Male,Chronic respiratory disease,Global
6278.0,5397,,GTM,Guatemala,2010,Female,Cardiovascular disease,Global
8680.0,5397,,GTM,Guatemala,2015,Both sexes,Cancer,Global
8643.0,5397,,GTM,Guatemala,2015,Both sexes,Diabetes,Global
15454.0,5397,,GTM,Guatemala,2015,Both sexes,Cardiovascular disease,Global
2373.0,5397,,GTM,Guatemala,2015,Both sexes,Chronic respiratory disease,Global
4698.0,5397,,GTM,Guatemala,2015,Female,Cancer,Global
4914.0,5397,,GTM,Guatemala,2015,Female,Diabetes,Global
1166.0,5397,,GTM,Guatemala,2015,Female,Chronic respiratory disease,Global
7697.0,5397,,GTM,Guatemala,2015,Female,Cardiovascular disease,Global
3729.0,5397,,GTM,Guatemala,2015,Male,Diabetes,Global
7756.0,5397,,GTM,Guatemala,2015,Male,Cardiovascular disease,Global
3982.0,5397,,GTM,Guatemala,2015,Male,Cancer,Global
1208.0,5397,,GTM,Guatemala,2015,Male,Chronic respiratory disease,Global
9173.0,5397,,GTM,Guatemala,2019,Both sexes,Diabetes,Global
9422.0,5397,,GTM,Guatemala,2019,Both sexes,Cancer,Global
16466.0,5397,,GTM,Guatemala,2019,Both sexes,Cardiovascular disease,Global
2589.0,5397,,GTM,Guatemala,2019,Both sexes,Chronic respiratory disease,Global
5215.0,5397,,GTM,Guatemala,2019,Female,Diabetes,Global
5106.0,5397,,GTM,Guatemala,2019,Female,Cancer,Global
8372.0,5397,,GTM,Guatemala,2019,Female,Cardiovascular disease,Global
1293.0,5397,,GTM,Guatemala,2019,Female,Chronic respiratory disease,Global
1296.0,5397,,GTM,Guatemala,2019,Male,Chronic respiratory disease,Global
4316.0,5397,,GTM,Guatemala,2019,Male,Cancer,Global
8094.0,5397,,GTM,Guatemala,2019,Male,Cardiovascular disease,Global
3958.0,5397,,GTM,Guatemala,2019,Male,Diabetes,Global
1848.0,5397,,GUY,Guyana,2000,Both sexes,Cardiovascular disease,Global
189.0,5397,,GUY,Guyana,2000,Both sexes,Chronic respiratory disease,Global
845.0,5397,,GUY,Guyana,2000,Female,Cardiovascular disease,Global
397.0,5397,,GUY,Guyana,2000,Both sexes,Diabetes,Global
462.0,5397,,GUY,Guyana,2000,Both sexes,Cancer,Global
84.0,5397,,GUY,Guyana,2000,Female,Chronic respiratory disease,Global
238.0,5397,,GUY,Guyana,2000,Female,Cancer,Global
234.0,5397,,GUY,Guyana,2000,Female,Diabetes,Global
224.0,5397,,GUY,Guyana,2000,Male,Cancer,Global
105.0,5397,,GUY,Guyana,2000,Male,Chronic respiratory disease,Global
1003.0,5397,,GUY,Guyana,2000,Male,Cardiovascular disease,Global
163.0,5397,,GUY,Guyana,2000,Male,Diabetes,Global
2042.0,5397,,GUY,Guyana,2005,Both sexes,Cardiovascular disease,Global
173.0,5397,,GUY,Guyana,2005,Both sexes,Chronic respiratory disease,Global
496.0,5397,,GUY,Guyana,2005,Both sexes,Diabetes,Global
1056.0,5397,,GUY,Guyana,2005,Male,Cardiovascular disease,Global
102.0,5397,,GUY,Guyana,2005,Male,Chronic respiratory disease,Global
987.0,5397,,GUY,Guyana,2005,Female,Cardiovascular disease,Global
234.0,5397,,GUY,Guyana,2005,Male,Cancer,Global
71.0,5397,,GUY,Guyana,2005,Female,Chronic respiratory disease,Global
248.0,5397,,GUY,Guyana,2005,Female,Cancer,Global
482.0,5397,,GUY,Guyana,2005,Both sexes,Cancer,Global
282.0,5397,,GUY,Guyana,2005,Female,Diabetes,Global
215.0,5397,,GUY,Guyana,2005,Male,Diabetes,Global
526.0,5397,,GUY,Guyana,2010,Both sexes,Cancer,Global
174.0,5397,,GUY,Guyana,2010,Both sexes,Chronic respiratory disease,Global
279.0,5397,,GUY,Guyana,2010,Female,Cancer,Global
2180.0,5397,,GUY,Guyana,2010,Both sexes,Cardiovascular disease,Global
495.0,5397,,GUY,Guyana,2010,Both sexes,Diabetes,Global
246.0,5397,,GUY,Guyana,2010,Male,Cancer,Global
210.0,5397,,GUY,Guyana,2010,Male,Diabetes,Global
102.0,5397,,GUY,Guyana,2010,Male,Chronic respiratory disease,Global
1044.0,5397,,GUY,Guyana,2010,Female,Cardiovascular disease,Global
1135.0,5397,,GUY,Guyana,2010,Male,Cardiovascular disease,Global
285.0,5397,,GUY,Guyana,2010,Female,Diabetes,Global
73.0,5397,,GUY,Guyana,2010,Female,Chronic respiratory disease,Global
593.0,5397,,GUY,Guyana,2015,Both sexes,Cancer,Global
1263.0,5397,,GUY,Guyana,2015,Male,Cardiovascular disease,Global
1161.0,5397,,GUY,Guyana,2015,Female,Cardiovascular disease,Global
83.0,5397,,GUY,Guyana,2015,Female,Chronic respiratory disease,Global
333.0,5397,,GUY,Guyana,2015,Female,Cancer,Global
578.0,5397,,GUY,Guyana,2015,Both sexes,Diabetes,Global
315.0,5397,,GUY,Guyana,2015,Female,Diabetes,Global
2424.0,5397,,GUY,Guyana,2015,Both sexes,Cardiovascular disease,Global
225.0,5397,,GUY,Guyana,2015,Both sexes,Chronic respiratory disease,Global
259.0,5397,,GUY,Guyana,2015,Male,Cancer,Global
263.0,5397,,GUY,Guyana,2015,Male,Diabetes,Global
142.0,5397,,GUY,Guyana,2015,Male,Chronic respiratory disease,Global
273.0,5397,,GUY,Guyana,2019,Both sexes,Chronic respiratory disease,Global
2957.0,5397,,GUY,Guyana,2019,Both sexes,Cardiovascular disease,Global
367.0,5397,,GUY,Guyana,2019,Female,Diabetes,Global
685.0,5397,,GUY,Guyana,2019,Both sexes,Cancer,Global
680.0,5397,,GUY,Guyana,2019,Both sexes,Diabetes,Global
174.0,5397,,GUY,Guyana,2019,Male,Chronic respiratory disease,Global
312.0,5397,,GUY,Guyana,2019,Male,Diabetes,Global
313.0,5397,,GUY,Guyana,2019,Male,Cancer,Global
99.0,5397,,GUY,Guyana,2019,Female,Chronic respiratory disease,Global
372.0,5397,,GUY,Guyana,2019,Female,Cancer,Global
1400.0,5397,,GUY,Guyana,2019,Female,Cardiovascular disease,Global
1557.0,5397,,GUY,Guyana,2019,Male,Cardiovascular disease,Global
10614.0,5397,,COL,Colombia,2000,Both sexes,Chronic respiratory disease,Global
27849.0,5397,,COL,Colombia,2000,Both sexes,Cancer,Global
6425.0,5397,,COL,Colombia,2000,Both sexes,Diabetes,Global
23490.0,5397,,COL,Colombia,2000,Male,Cardiovascular disease,Global
5648.0,5397,,COL,Colombia,2000,Male,Chronic respiratory disease,Global
2463.0,5397,,COL,Colombia,2000,Male,Diabetes,Global
3962.0,5397,,COL,Colombia,2000,Female,Diabetes,Global
14138.0,5397,,COL,Colombia,2000,Female,Cancer,Global
24833.0,5397,,COL,Colombia,2000,Female,Cardiovascular disease,Global
4966.0,5397,,COL,Colombia,2000,Female,Chronic respiratory disease,Global
13711.0,5397,,COL,Colombia,2000,Male,Cancer,Global
48323.0,5397,,COL,Colombia,2000,Both sexes,Cardiovascular disease,Global
13216.0,5397,,COL,Colombia,2005,Both sexes,Chronic respiratory disease,Global
26663.0,5397,,COL,Colombia,2005,Female,Cardiovascular disease,Global
4153.0,5397,,COL,Colombia,2005,Female,Diabetes,Global
6154.0,5397,,COL,Colombia,2005,Female,Chronic respiratory disease,Global
15736.0,5397,,COL,Colombia,2005,Female,Cancer,Global
31309.0,5397,,COL,Colombia,2005,Both sexes,Cancer,Global
7021.0,5397,,COL,Colombia,2005,Both sexes,Diabetes,Global
52894.0,5397,,COL,Colombia,2005,Both sexes,Cardiovascular disease,Global
15573.0,5397,,COL,Colombia,2005,Male,Cancer,Global
26231.0,5397,,COL,Colombia,2005,Male,Cardiovascular disease,Global
2868.0,5397,,COL,Colombia,2005,Male,Diabetes,Global
7062.0,5397,,COL,Colombia,2005,Male,Chronic respiratory disease,Global
28656.0,5397,,COL,Colombia,2010,Female,Cardiovascular disease,Global
4015.0,5397,,COL,Colombia,2010,Female,Diabetes,Global
2524.0,5397,,COL,Colombia,2010,Male,Diabetes,Global
17504.0,5397,,COL,Colombia,2010,Female,Cancer,Global
26869.0,5397,,COL,Colombia,2010,Male,Cardiovascular disease,Global
7440.0,5397,,COL,Colombia,2010,Male,Chronic respiratory disease,Global
16961.0,5397,,COL,Colombia,2010,Male,Cancer,Global
7237.0,5397,,COL,Colombia,2010,Female,Chronic respiratory disease,Global
34465.0,5397,,COL,Colombia,2010,Both sexes,Cancer,Global
6539.0,5397,,COL,Colombia,2010,Both sexes,Diabetes,Global
55524.0,5397,,COL,Colombia,2010,Both sexes,Cardiovascular disease,Global
14676.0,5397,,COL,Colombia,2010,Both sexes,Chronic respiratory disease,Global
19848.0,5397,,COL,Colombia,2015,Male,Cancer,Global
8635.0,5397,,COL,Colombia,2015,Male,Chronic respiratory disease,Global
3034.0,5397,,COL,Colombia,2015,Male,Diabetes,Global
32450.0,5397,,COL,Colombia,2015,Male,Cardiovascular disease,Global
33939.0,5397,,COL,Colombia,2015,Female,Cardiovascular disease,Global
8627.0,5397,,COL,Colombia,2015,Female,Chronic respiratory disease,Global
20383.0,5397,,COL,Colombia,2015,Female,Cancer,Global
4205.0,5397,,COL,Colombia,2015,Female,Diabetes,Global
40231.0,5397,,COL,Colombia,2015,Both sexes,Cancer,Global
66389.0,5397,,COL,Colombia,2015,Both sexes,Cardiovascular disease,Global
17262.0,5397,,COL,Colombia,2015,Both sexes,Chronic respiratory disease,Global
7239.0,5397,,COL,Colombia,2015,Both sexes,Diabetes,Global
9937.0,5397,,COL,Colombia,2019,Male,Chronic respiratory disease,Global
3177.0,5397,,COL,Colombia,2019,Male,Diabetes,Global
36968.0,5397,,COL,Colombia,2019,Male,Cardiovascular disease,Global
22441.0,5397,,COL,Colombia,2019,Male,Cancer,Global
3995.0,5397,,COL,Colombia,2019,Female,Diabetes,Global
36576.0,5397,,COL,Colombia,2019,Female,Cardiovascular disease,Global
23025.0,5397,,COL,Colombia,2019,Female,Cancer,Global
10221.0,5397,,COL,Colombia,2019,Female,Chronic respiratory disease,Global
20158.0,5397,,COL,Colombia,2019,Both sexes,Chronic respiratory disease,Global
73544.0,5397,,COL,Colombia,2019,Both sexes,Cardiovascular disease,Global
45466.0,5397,,COL,Colombia,2019,Both sexes,Cancer,Global
7171.0,5397,,COL,Colombia,2019,Both sexes,Diabetes,Global
4066.0,5397,,ECU,Ecuador,2000,Male,Cancer,Global
5958.0,5397,,ECU,Ecuador,2000,Male,Cardiovascular disease,Global
974.0,5397,,ECU,Ecuador,2000,Male,Chronic respiratory disease,Global
1425.0,5397,,ECU,Ecuador,2000,Male,Diabetes,Global
1802.0,5397,,ECU,Ecuador,2000,Female,Diabetes,Global
4301.0,5397,,ECU,Ecuador,2000,Female,Cancer,Global
5624.0,5397,,ECU,Ecuador,2000,Female,Cardiovascular disease,Global
762.0,5397,,ECU,Ecuador,2000,Female,Chronic respiratory disease,Global
11582.0,5397,,ECU,Ecuador,2000,Both sexes,Cardiovascular disease,Global
8368.0,5397,,ECU,Ecuador,2000,Both sexes,Cancer,Global
1736.0,5397,,ECU,Ecuador,2000,Both sexes,Chronic respiratory disease,Global
3228.0,5397,,ECU,Ecuador,2000,Both sexes,Diabetes,Global
15453.0,5397,,ECU,Ecuador,2005,Both sexes,Cardiovascular disease,Global
11501.0,5397,,ECU,Ecuador,2005,Both sexes,Cancer,Global
4775.0,5397,,ECU,Ecuador,2005,Both sexes,Diabetes,Global
8236.0,5397,,ECU,Ecuador,2005,Male,Cardiovascular disease,Global
5604.0,5397,,ECU,Ecuador,2005,Male,Cancer,Global
7216.0,5397,,ECU,Ecuador,2005,Female,Cardiovascular disease,Global
2578.0,5397,,ECU,Ecuador,2005,Female,Diabetes,Global
1046.0,5397,,ECU,Ecuador,2005,Female,Chronic respiratory disease,Global
5897.0,5397,,ECU,Ecuador,2005,Female,Cancer,Global
2417.0,5397,,ECU,Ecuador,2005,Both sexes,Chronic respiratory disease,Global
2197.0,5397,,ECU,Ecuador,2005,Male,Diabetes,Global
1371.0,5397,,ECU,Ecuador,2005,Male,Chronic respiratory disease,Global
8030.0,5397,,ECU,Ecuador,2010,Female,Cardiovascular disease,Global
1249.0,5397,,ECU,Ecuador,2010,Female,Chronic respiratory disease,Global
2962.0,5397,,ECU,Ecuador,2010,Female,Diabetes,Global
6672.0,5397,,ECU,Ecuador,2010,Female,Cancer,Global
8876.0,5397,,ECU,Ecuador,2010,Male,Cardiovascular disease,Global
1629.0,5397,,ECU,Ecuador,2010,Male,Chronic respiratory disease,Global
2560.0,5397,,ECU,Ecuador,2010,Male,Diabetes,Global
6336.0,5397,,ECU,Ecuador,2010,Male,Cancer,Global
2878.0,5397,,ECU,Ecuador,2010,Both sexes,Chronic respiratory disease,Global
13008.0,5397,,ECU,Ecuador,2010,Both sexes,Cancer,Global
5521.0,5397,,ECU,Ecuador,2010,Both sexes,Diabetes,Global
16905.0,5397,,ECU,Ecuador,2010,Both sexes,Cardiovascular disease,Global
1813.0,5397,,ECU,Ecuador,2015,Male,Chronic respiratory disease,Global
6705.0,5397,,ECU,Ecuador,2015,Male,Cancer,Global
2756.0,5397,,ECU,Ecuador,2015,Male,Diabetes,Global
9334.0,5397,,ECU,Ecuador,2015,Male,Cardiovascular disease,Global
8697.0,5397,,ECU,Ecuador,2015,Female,Cardiovascular disease,Global
1453.0,5397,,ECU,Ecuador,2015,Female,Chronic respiratory disease,Global
7068.0,5397,,ECU,Ecuador,2015,Female,Cancer,Global
3168.0,5397,,ECU,Ecuador,2015,Female,Diabetes,Global
18031.0,5397,,ECU,Ecuador,2015,Both sexes,Cardiovascular disease,Global
5924.0,5397,,ECU,Ecuador,2015,Both sexes,Diabetes,Global
13773.0,5397,,ECU,Ecuador,2015,Both sexes,Cancer,Global
3265.0,5397,,ECU,Ecuador,2015,Both sexes,Chronic respiratory disease,Global
6305.0,5397,,ECU,Ecuador,2019,Both sexes,Diabetes,Global
19608.0,5397,,ECU,Ecuador,2019,Both sexes,Cardiovascular disease,Global
3477.0,5397,,ECU,Ecuador,2019,Both sexes,Chronic respiratory disease,Global
1942.0,5397,,ECU,Ecuador,2019,Male,Chronic respiratory disease,Global
10231.0,5397,,ECU,Ecuador,2019,Male,Cardiovascular disease,Global
2957.0,5397,,ECU,Ecuador,2019,Male,Diabetes,Global
3347.0,5397,,ECU,Ecuador,2019,Female,Diabetes,Global
7503.0,5397,,ECU,Ecuador,2019,Female,Cancer,Global
1535.0,5397,,ECU,Ecuador,2019,Female,Chronic respiratory disease,Global
9378.0,5397,,ECU,Ecuador,2019,Female,Cardiovascular disease,Global
14640.0,5397,,ECU,Ecuador,2019,Both sexes,Cancer,Global
7137.0,5397,,ECU,Ecuador,2019,Male,Cancer,Global
1923.0,5397,,JAM,Jamaica,2000,Both sexes,Diabetes,Global
544.0,5397,,JAM,Jamaica,2000,Both sexes,Chronic respiratory disease,Global
4174.0,5397,,JAM,Jamaica,2000,Both sexes,Cardiovascular disease,Global
3330.0,5397,,JAM,Jamaica,2000,Both sexes,Cancer,Global
2120.0,5397,,JAM,Jamaica,2000,Female,Cardiovascular disease,Global
1162.0,5397,,JAM,Jamaica,2000,Female,Diabetes,Global
1515.0,5397,,JAM,Jamaica,2000,Female,Cancer,Global
761.0,5397,,JAM,Jamaica,2000,Male,Diabetes,Global
1815.0,5397,,JAM,Jamaica,2000,Male,Cancer,Global
143.0,5397,,JAM,Jamaica,2000,Female,Chronic respiratory disease,Global
2054.0,5397,,JAM,Jamaica,2000,Male,Cardiovascular disease,Global
401.0,5397,,JAM,Jamaica,2000,Male,Chronic respiratory disease,Global
1688.0,5397,,JAM,Jamaica,2005,Both sexes,Diabetes,Global
474.0,5397,,JAM,Jamaica,2005,Both sexes,Chronic respiratory disease,Global
3634.0,5397,,JAM,Jamaica,2005,Both sexes,Cardiovascular disease,Global
3107.0,5397,,JAM,Jamaica,2005,Both sexes,Cancer,Global
1042.0,5397,,JAM,Jamaica,2005,Female,Diabetes,Global
1933.0,5397,,JAM,Jamaica,2005,Female,Cardiovascular disease,Global
122.0,5397,,JAM,Jamaica,2005,Female,Chronic respiratory disease,Global
1452.0,5397,,JAM,Jamaica,2005,Female,Cancer,Global
646.0,5397,,JAM,Jamaica,2005,Male,Diabetes,Global
351.0,5397,,JAM,Jamaica,2005,Male,Chronic respiratory disease,Global
1701.0,5397,,JAM,Jamaica,2005,Male,Cardiovascular disease,Global
1655.0,5397,,JAM,Jamaica,2005,Male,Cancer,Global
4403.0,5397,,JAM,Jamaica,2010,Both sexes,Cardiovascular disease,Global
3837.0,5397,,JAM,Jamaica,2010,Both sexes,Cancer,Global
1971.0,5397,,JAM,Jamaica,2010,Both sexes,Diabetes,Global
875.0,5397,,JAM,Jamaica,2010,Male,Diabetes,Global
521.0,5397,,JAM,Jamaica,2010,Both sexes,Chronic respiratory disease,Global
1095.0,5397,,JAM,Jamaica,2010,Female,Diabetes,Global
2068.0,5397,,JAM,Jamaica,2010,Female,Cardiovascular disease,Global
1673.0,5397,,JAM,Jamaica,2010,Female,Cancer,Global
116.0,5397,,JAM,Jamaica,2010,Female,Chronic respiratory disease,Global
404.0,5397,,JAM,Jamaica,2010,Male,Chronic respiratory disease,Global
2335.0,5397,,JAM,Jamaica,2010,Male,Cardiovascular disease,Global
2164.0,5397,,JAM,Jamaica,2010,Male,Cancer,Global
402.0,5397,,JAM,Jamaica,2015,Male,Chronic respiratory disease,Global
2575.0,5397,,JAM,Jamaica,2015,Male,Cardiovascular disease,Global
2198.0,5397,,JAM,Jamaica,2015,Both sexes,Diabetes,Global
4240.0,5397,,JAM,Jamaica,2015,Both sexes,Cancer,Global
5161.0,5397,,JAM,Jamaica,2015,Both sexes,Cardiovascular disease,Global
532.0,5397,,JAM,Jamaica,2015,Both sexes,Chronic respiratory disease,Global
1263.0,5397,,JAM,Jamaica,2015,Female,Diabetes,Global
1990.0,5397,,JAM,Jamaica,2015,Female,Cancer,Global
130.0,5397,,JAM,Jamaica,2015,Female,Chronic respiratory disease,Global
2251.0,5397,,JAM,Jamaica,2015,Male,Cancer,Global
935.0,5397,,JAM,Jamaica,2015,Male,Diabetes,Global
2586.0,5397,,JAM,Jamaica,2015,Female,Cardiovascular disease,Global
5355.0,5397,,JAM,Jamaica,2019,Both sexes,Cardiovascular disease,Global
4570.0,5397,,JAM,Jamaica,2019,Both sexes,Cancer,Global
2358.0,5397,,JAM,Jamaica,2019,Both sexes,Diabetes,Global
550.0,5397,,JAM,Jamaica,2019,Both sexes,Chronic respiratory disease,Global
2751.0,5397,,JAM,Jamaica,2019,Female,Cardiovascular disease,Global
